f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,estado
0.43422,0.01368,0.00913,-1.03021,0.03314,1.08102,-0.32809,0.00737,-0.30303,0.40543,-0.96991,-0.69761,0.60249,-0.57959,-0.40767,-0.49304,-0.63916,0.41133,-0.60088,-0.54144,-0.56597,-0.65496,0.6181,-0.58681,-0.40626,v/at
-0.57316,-1.42762,1.06626,1.74036,0.76718,-0.21024,-0.71264,-0.92533,-0.87982,-1.09104,-0.8386,-0.1158,0.18365,-0.31298,0.46012,-0.56019,-0.16594,0.08924,-0.34612,0.43817,-0.71845,-0.07839,0.12429,-0.28798,0.4472,v/at
0.56225,0.29069,0.36677,1.04604,0.81395,-1.36279,-1.2355,-0.29002,-0.44756,0.17132,-0.67937,0.64635,-0.08704,0.13508,0.99209,-0.9169,1.09154,-0.17059,0.57373,1.11962,-0.9422,0.83468,-0.11418,0.22535,1.06268,v/at
1.41475,0.72773,-0.04466,0.9997,0.40216,-1.76212,-1.50172,-0.1746,-0.31547,1.07333,-0.19173,0.82686,0.02545,0.23449,1.11378,-0.89704,1.16188,0.25091,0.59868,1.18621,-0.68606,1.09723,0.1456,0.38259,1.21515,v/at
-0.56023,0.34052,-0.78574,-1.39033,-0.89329,1.31863,1.74248,0.26651,0.28096,0.30343,-1.51273,-1.08028,0.60643,-0.66199,-1.83338,-0.90502,-1.12049,0.6311,-0.76747,-1.75958,-0.78896,-1.06507,0.69095,-0.68758,-1.82714,v/at
-0.72526,-1.77392,1.03019,1.28087,1.42569,0.33224,-0.68078,-1.54053,-1.05986,-1.3474,-1.14062,-0.12693,0.45194,-0.35766,0.48886,-0.56997,-0.29483,0.48093,-0.45667,0.38031,-0.4494,-0.22316,0.42504,-0.40625,0.39147,v/at
-0.38959,-0.82672,0.93579,1.40561,1.20872,-0.30661,-1.01108,-1.13245,-0.91683,-0.96181,-0.71252,0.45803,-0.05239,0.07426,0.90334,-0.21524,0.33348,-0.22947,0.05812,0.8195,-0.35728,0.43432,-0.20601,0.11033,0.85812,v/at
-0.76377,-1.57981,1.03324,1.29981,0.27223,0.42669,-0.01779,-0.93825,-0.48131,-1.38383,-1.18202,-0.21899,0.30198,-0.39627,0.38328,-0.50924,-0.40335,0.3739,-0.50575,0.23656,-0.6081,-0.34836,0.36477,-0.45064,0.19562,v/at
-0.47553,-0.60712,0.22709,1.29373,1.47159,-0.78752,-1.25057,-0.45432,-0.4481,-0.92948,-1.00065,0.62843,-0.45428,0.22389,0.90393,-1.0038,0.89855,-0.53087,0.52871,1.01027,-1.08991,0.7468,-0.52128,0.36053,0.96648,v/at
-0.52635,-1.24754,1.19538,1.57909,0.59347,0.28892,-0.47972,-1.61142,-0.91478,-1.15235,-0.95039,0.24635,0.13903,-0.08642,0.7705,-0.36035,0.10514,0.07218,-0.14708,0.68277,-0.49284,0.19988,0.03097,-0.07676,0.70983,v/at
0.41048,1.15655,-0.37137,-0.91289,-0.89066,0.82794,0.83836,-0.07189,-0.01461,0.55563,-0.91243,-0.60702,0.58549,-0.56856,-0.25846,0.05481,-0.85427,0.57736,-0.69904,-0.59285,-0.10874,-0.77873,0.61457,-0.62225,-0.52077,v/at
0.74304,0.48266,0.46383,0.6004,-0.12879,-0.86172,-1.06894,-0.15407,0.05041,0.54755,-0.31223,1.17893,-0.90557,0.82923,1.17149,-0.15355,1.26879,-1.30149,1.17756,1.13931,-0.23933,1.29924,-1.24919,1.13847,1.18717,v/at
-0.0151,-0.43345,0.48215,0.88281,0.53518,-0.53874,-0.73019,-0.42967,-0.26753,-0.33244,-0.93277,0.36653,-0.10539,0.01324,0.82379,-0.6939,0.46101,-0.33102,0.16686,0.8621,-0.89489,0.44659,-0.24886,0.1269,0.85057,v/at
0.40296,-0.37733,1.00674,1.04223,0.4844,-0.57476,-1.22379,-0.7335,-0.5906,-0.02391,-0.606,0.6656,-0.19931,0.25232,0.99899,-0.19478,0.65421,-0.5184,0.38494,0.9539,-0.38048,0.70918,-0.4408,0.36329,0.99114,v/at
-0.03438,-0.83275,1.49188,1.34268,0.3372,-0.10933,-0.90241,-1.0181,-0.79192,-0.62692,-0.85658,0.332,0.2344,-0.05919,0.83918,-0.37001,0.09855,0.26529,-0.17674,0.69153,-0.44622,0.24922,0.14434,-0.079,0.77472,v/at
0.08433,-0.03388,0.82749,0.7867,0.62969,-0.19995,-1.12383,-1.00062,-0.66363,-0.09493,-0.51179,0.65036,-0.03244,0.24724,0.98884,-0.06113,0.4634,-0.13699,0.22495,0.8465,-0.14237,0.62768,-0.31945,0.35688,0.94767,v/at
0.5104,-0.15853,0.76769,0.95238,0.55217,-0.6155,-1.55582,-0.96431,-0.54872,0.40485,-0.4396,1.15319,-0.43781,0.72279,1.21304,-0.1005,0.84286,-0.62069,0.58824,1.03293,-0.25114,1.02295,-0.63759,0.69501,1.14868,v/at
1.30176,1.92732,0.23884,-1.23074,-1.30349,0.59758,0.56047,-0.3779,-0.54161,1.85594,-0.50717,-0.67739,0.69588,-0.55296,-0.39942,0.35913,-0.85746,0.6896,-0.69185,-0.60445,0.19152,-0.73346,0.70236,-0.6019,-0.43104,ac
0.43967,0.14935,0.75067,0.31199,0.73259,0.01389,-0.93459,-0.76002,-0.7454,-0.19425,-0.27109,0.47734,0.52524,-0.00978,0.86422,0.33638,0.00656,0.47326,-0.26977,0.59455,0.18565,0.14478,0.35862,-0.16063,0.69856,v/at
0.27943,-0.40117,1.07097,0.93425,-0.2523,-0.31943,-0.70595,-0.60003,-0.30749,0.09174,-0.17872,0.53619,-0.13054,0.17808,0.91633,0.39213,0.17256,-0.06717,-0.00815,0.68889,0.30499,0.35108,-0.18485,0.13754,0.77876,v/at
1.25242,0.59492,1.07281,-0.50244,-0.13205,0.42276,-0.29076,-1.30552,-0.70053,0.76895,-0.35409,0.20455,0.51748,-0.11636,0.69024,0.38763,-0.11594,0.5273,-0.3045,0.46173,0.39303,0.0414,0.46238,-0.21849,0.58107,v/at
1.13771,1.66376,-0.09194,-1.29605,-1.69596,0.02142,1.34329,0.17645,0.15898,1.91461,-0.35803,-0.67264,0.6364,-0.58713,-0.49367,0.58327,-0.91686,0.61856,-0.72468,-0.8468,0.52604,-0.83173,0.64361,-0.64069,-0.67306,ac
1.5522,0.74712,1.43678,-0.18522,-0.87568,-0.12669,-0.20102,-0.51105,-0.57289,1.04036,-0.28149,-0.11312,0.67898,-0.33334,0.47104,0.57469,-0.40829,0.63114,-0.50409,0.24787,0.54468,-0.26785,0.59318,-0.41663,0.33407,v/at
0.36265,1.92888,-0.80336,-1.4365,-2.24598,-0.04065,2.43088,1.31625,0.37427,1.8762,-0.52669,-1.10677,0.59896,-0.66503,-2.1296,0.35913,-1.17153,0.63565,-0.7722,-2.40438,0.45484,-1.09838,0.68417,-0.69197,-2.17253,ac
1.08277,0.54956,0.6006,0.90021,0.25938,-1.14699,-1.36955,-0.48084,-0.38842,0.60552,-0.38995,1.39455,-0.71498,0.93814,1.30563,-0.41544,1.52129,-0.81708,1.26625,1.27762,-0.38511,1.49683,-0.92303,1.15585,1.31951,v/at
0.42,0.13184,1.60518,0.59101,-0.05982,0.07691,-0.37854,-1.17267,-0.80219,-0.13563,-0.30485,0.14643,0.43223,-0.1884,0.73179,0.4159,-0.14516,0.43598,-0.3551,0.54646,0.44455,-0.00308,0.36826,-0.25498,0.60133,v/at
0.08731,-0.59322,1.48028,0.87955,0.2885,0.19667,-0.62303,-1.25318,-0.8248,-0.46794,-0.20746,0.6843,0.18991,0.19874,1.016,0.30188,0.41667,-0.12641,0.19479,0.82499,0.33399,0.53373,-0.09495,0.18977,0.88322,v/at
-0.67355,-0.0334,-0.60534,-0.68385,2.3119,1.96486,-0.69593,-1.67692,-1.13067,-1.4805,-0.01831,-0.01172,0.38829,-0.29276,0.57008,0.14039,0.67105,-0.94513,0.54082,0.84897,0.24131,0.48583,-0.54816,0.332,0.80095,v/at
0.17906,0.79258,0.16843,-0.56588,-0.20373,0.54341,0.4378,-0.39337,-0.25774,0.11441,-0.40425,-0.17804,0.42745,-0.35808,0.38378,0.39904,-0.57006,0.41196,-0.53452,-0.01093,0.43074,-0.34923,0.14731,-0.24267,0.08649,v/at
-0.02249,-0.08602,0.06675,-0.67489,1.23792,1.79973,-0.13139,-1.86535,-1.09571,-0.72899,-0.38585,-0.19003,0.82044,-0.40888,0.34859,0.36951,-0.49423,0.75484,-0.58056,0.10587,0.46872,-0.37973,0.74142,-0.50289,0.17959,v/at
-0.02467,0.13678,0.19188,-0.91331,-0.04918,1.32475,0.87068,-1.02016,-0.56272,0.05556,-0.87964,-0.90137,0.63406,-0.64017,-0.8129,-0.40434,-0.8622,0.6072,-0.73132,-0.64854,0.0291,-0.86278,0.71218,-0.6632,-0.70373,v/at
-0.75193,-0.20194,-0.28403,-0.22106,1.7741,0.5233,-0.47698,0.30761,-0.66579,-1.43799,-0.32043,0.4427,0.54795,0.00664,0.70657,-0.27279,0.92963,-1.42584,0.92393,0.52997,-0.15673,0.61069,-0.67676,0.27088,0.50118,v/at
0.19325,0.20441,-0.49015,-1.03583,-0.8322,0.51862,1.16811,0.92942,-0.033,0.72691,-0.68126,-1.06593,0.61019,-0.66068,-1.73732,0.00692,-1.13596,0.642,-0.76887,-1.9009,0.13662,-1.06198,0.68542,-0.68871,-1.76458,ac
-0.34162,-0.77681,0.93512,1.22523,1.34332,0.01371,-1.11292,-1.21578,-0.87051,-1.26835,-0.37704,0.79616,-0.11485,0.31819,1.07944,-0.27453,0.51992,-0.13414,0.15621,0.93251,-0.24105,0.68414,-0.22,0.26314,1.00708,v/at
-0.80977,1.36782,-0.244,-0.9071,-0.89825,0.3451,1.57464,0.99879,0.25033,0.0213,-0.87518,-1.02195,0.60286,-0.65171,-1.58802,-0.22196,-1.13356,0.62676,-0.76607,-1.99129,-0.11516,-1.04563,0.66775,-0.68287,-1.70673,ac
-0.30869,-0.86347,0.97051,0.49988,0.62398,0.60451,-0.15603,-1.162,-0.48498,-1.15897,-0.37709,-0.09876,0.56389,-0.3859,0.52789,0.17909,-0.41527,0.57328,-0.54762,0.27321,0.19325,-0.32075,0.57591,-0.47759,0.32482,v/at
-0.69109,-1.251,-0.2125,0.1617,2.70599,1.32101,-1.53932,-1.9108,-1.01947,-1.53818,0.17423,0.62921,0.15918,0.15182,0.90618,0.72232,0.2763,-0.29916,0.08908,0.64183,0.55974,0.36046,-0.18707,0.09388,0.72891,v/at
-0.92154,0.08944,-0.74183,-0.46133,1.82571,1.72838,-0.69688,-0.56944,-0.84012,-1.62238,0.22274,0.08199,0.60214,-0.31555,0.61367,0.55183,0.6003,-0.95147,0.51196,0.67588,0.4603,0.35582,-0.26617,0.06339,0.69918,v/at
0.03445,-0.38277,0.87032,1.05324,0.97806,-0.22422,-1.30609,-0.90612,-0.7462,-0.63008,-0.14905,1.10417,-0.36703,0.62814,1.20528,0.06003,0.7811,-0.45396,0.46666,1.03119,-0.00798,0.93503,-0.56123,0.57382,1.10166,v/at
0.84675,0.36902,1.10905,0.10674,0.05922,0.03069,-0.3595,-1.03105,-0.69528,0.25477,-0.12165,0.15668,0.59261,-0.20745,0.69867,0.54871,-0.23266,0.59241,-0.43045,0.43052,0.46996,-0.08909,0.48729,-0.33182,0.52462,v/at
-0.24245,-0.88358,1.09083,1.21198,0.33782,-0.19007,-0.61463,-0.80628,-0.35717,-0.82508,-0.25347,0.61436,-0.21338,0.16782,0.95685,0.02018,0.26796,-0.15106,-0.023,0.75165,-0.1017,0.40486,-0.24546,0.10023,0.81774,v/at
-0.55057,1.21522,-1.28154,-1.2611,3.24016,0.67103,-1.41458,-0.28515,-0.71707,-1.18274,-0.12954,-0.04448,0.77361,-0.36767,0.41843,-0.13123,0.143,0.23339,-0.16513,0.52457,-0.19955,0.09905,0.30751,-0.17984,0.54443,v/at
0.64579,1.88769,0.03425,-1.51784,-1.28934,0.35184,1.16484,0.63726,-0.08334,1.39076,-0.58433,-0.98584,0.51507,-0.60743,-1.43105,0.10786,-1.07882,0.54972,-0.72225,-1.65163,0.11963,-0.96198,0.58899,-0.62878,-1.30857,ac
0.55092,0.43602,0.54746,-0.45481,-0.49714,0.65569,0.31675,-0.73328,-0.18356,0.20874,-0.2484,-0.17255,0.56169,-0.40385,0.35486,0.39316,-0.56598,0.59244,-0.59962,0.04354,0.26093,-0.45593,0.59914,-0.5146,0.12385,v/at
0.38285,0.1815,-0.1632,-0.8948,-0.51863,0.96337,0.78744,-0.20498,0.09011,0.07611,-0.6746,-0.51626,0.57873,-0.51966,-0.0991,-0.01894,-0.8304,0.58504,-0.68659,-0.49043,-0.17876,-0.73919,0.63908,-0.60336,-0.4363,v/at
-0.04876,-0.68454,1.28555,1.23826,0.59627,0.01698,-1.02641,-1.08251,-0.87278,-0.71938,-0.53371,0.56732,0.23592,0.06907,0.9666,-0.32921,0.24223,0.27657,-0.10448,0.76436,-0.43448,0.40638,0.10122,0.00905,0.86818,v/at
0.20938,-0.57515,1.25263,1.0259,0.33294,-0.50215,-0.9287,-0.87942,-0.46712,-0.14928,-0.16596,0.95793,-0.43188,0.51044,1.13047,0.15479,0.5438,-0.42982,0.28131,0.91053,-0.00667,0.76636,-0.54961,0.47739,1.01975,v/at
1.51257,1.11046,-0.17877,0.55749,0.42728,-1.48821,-1.80827,-0.05454,-0.20598,1.2432,-0.00832,1.59535,-0.83073,1.18242,1.36636,-0.41706,1.56857,-0.51817,1.2675,1.31086,-0.3108,1.69095,-0.85594,1.36433,1.37915,v/at
0.96398,2.14045,-0.42824,-0.96664,-1.8881,-0.25519,1.50418,1.03541,-0.00903,1.74532,-0.66712,-1.08519,0.59809,-0.66353,-1.84033,-0.02519,-1.15183,0.63317,-0.77112,-2.02879,0.05327,-1.06579,0.68185,-0.68903,-1.78519,ac
-1.67381,-0.85606,-2.04252,-1.52015,-1.14994,1.05094,1.4025,2.08099,2.55944,-0.51397,2.22288,-1.03173,0.55005,-0.65387,-1.57232,1.70585,-1.0707,0.61174,-0.75226,-1.5947,1.6012,-1.00322,0.61932,-0.67233,-1.47213,v/at
-1.8552,-2.28567,-0.07889,1.14794,2.3242,0.74256,-0.257,-1.27152,-0.92748,-2.31546,0.65771,-0.72847,0.55934,-0.6161,-0.327,0.94592,-0.65411,0.63576,-0.66517,-0.09838,0.69123,-0.71037,0.60726,-0.63128,-0.3097,v/at
-2.13255,-1.7868,-2.23444,-1.42646,-0.45095,1.54032,1.40019,1.61771,2.65653,-1.46809,2.0138,-1.0328,0.54646,-0.65305,-1.66292,1.69211,-1.04481,0.5769,-0.74208,-1.73024,1.61308,-0.99744,0.59664,-0.66715,-1.75007,v/at
-1.57454,-2.51936,-0.17692,0.33047,2.05257,1.63833,0.16911,-1.5814,-0.91426,-2.05172,0.6448,-0.8043,0.59781,-0.63006,-0.52106,1.06199,-0.74451,0.71018,-0.6922,-0.30476,0.77755,-0.80634,0.66508,-0.6543,-0.54992,v/at
-0.29001,-0.18218,-0.42141,0.20662,1.53367,-0.63857,-0.93256,-0.20276,-0.20798,-0.19776,1.15959,-0.23766,0.27798,-0.37241,0.30793,0.80556,0.13703,0.29494,-0.11109,0.53503,0.95371,-0.15846,0.28185,-0.33044,0.38504,v/at
0.08248,0.22633,-0.67938,-0.42905,0.39807,-0.45425,-0.69787,0.45698,0.29553,0.81135,0.72488,0.16101,0.08496,-0.12916,0.66781,0.16607,0.22199,0.49129,-0.00332,0.63613,0.23413,0.26429,0.09765,-0.05756,0.74598,v/at
0.29479,0.48537,-0.18966,0.54266,1.33527,-0.73316,-1.40868,-0.51457,-0.64342,0.15422,0.59598,0.1876,0.02676,-0.03407,0.71383,0.06999,0.28413,0.1898,0.00795,0.79586,0.40864,0.19458,0.16127,-0.10403,0.74158,v/at
-1.39504,-1.86383,-0.59175,-0.09211,2.13485,1.50706,-0.07982,-1.32058,-0.84919,-1.52014,0.59582,-0.77145,0.60028,-0.62923,-0.4611,1.23524,-0.73857,0.67245,-0.69875,-0.32538,0.83811,-0.799,0.65939,-0.65592,-0.54067,v/at
0.33357,0.46229,0.01247,-0.78356,0.49321,1.16528,0.21223,-1.01904,-0.73761,-0.15308,1.09007,-0.75825,0.63219,-0.61923,-0.43497,1.67512,-0.83165,0.65684,-0.71469,-0.49132,1.47372,-0.76357,0.69904,-0.64437,-0.44712,v/at
0.16419,0.59308,-0.14757,0.14275,0.99934,-0.96739,-0.9561,0.4488,-0.28703,0.18625,0.49346,-0.02069,0.19617,-0.20535,0.56584,-0.35471,0.29026,0.44272,0.01174,0.67078,0.08794,0.14604,0.15064,-0.10248,0.66029,v/at
-0.01953,0.96262,-1.74709,-1.17992,0.15749,-0.43212,-0.27368,1.19663,0.88902,1.16544,0.79507,-0.62622,0.50759,-0.49918,-0.44138,-0.25941,-0.56218,0.53375,-0.5161,-0.41955,0.10734,-0.57676,0.57918,-0.50654,-0.36921,v/at
-0.66665,0.38617,-0.45078,-1.00646,-0.83959,0.70476,1.20371,0.27029,0.44849,0.51247,0.9563,-1.0656,0.58967,-0.66421,-1.64446,1.62717,-1.13505,0.62645,-0.77116,-1.79716,1.32752,-1.06642,0.67241,-0.69118,-1.72241,ac
-1.18361,-1.47084,-0.22135,0.16483,1.22324,1.26197,0.25095,-0.95757,-0.57468,-1.46106,1.16057,-0.68396,0.43448,-0.54151,-0.27561,1.07273,-0.52345,0.48808,-0.52541,0.02406,1.06241,-0.65387,0.51623,-0.54586,-0.27045,v/at
-0.56719,-1.23843,0.59888,1.25446,1.23696,-0.20327,-0.73164,-1.03564,-0.55538,-1.16998,-0.87431,0.30965,-0.08753,-0.04574,0.78738,-0.63088,0.43951,-0.35466,0.13691,0.85802,-0.79006,0.36972,-0.22428,0.03547,0.7908,v/at
0.23105,0.09492,0.28651,0.71297,0.58767,-0.67351,-1.0606,-0.47873,-0.04797,-0.13745,-0.21002,0.72636,-0.43727,0.33411,0.99913,-0.03569,0.88431,-0.87692,0.67785,1.01155,-0.14251,0.78407,-0.64513,0.47642,0.99496,v/at
-0.75293,-1.26618,0.91618,1.20049,0.89761,0.22478,-0.42435,-1.2358,-0.68499,-1.23398,-0.73798,-0.01885,0.19349,-0.29004,0.57527,-0.22725,-0.11101,0.07939,-0.30898,0.51623,-0.39802,-0.05471,0.16635,-0.28123,0.51411,v/at
-0.30203,-0.39183,-0.16875,-0.01671,2.44137,1.23339,-1.18225,-2.02341,-1.1891,-1.30032,-0.317,0.33045,0.00858,0.02781,0.68329,0.36885,0.17527,-0.51496,0.19585,0.48694,0.1186,0.21622,-0.13165,0.03681,0.59176,v/at
-0.25234,-0.43652,0.4352,1.03918,0.82192,-0.6809,-0.94038,-0.26126,-0.28302,-0.58084,-0.68603,0.51154,-0.38138,0.15393,0.85186,-0.49496,0.79775,-0.82791,0.50367,0.94412,-0.71451,0.60959,-0.56029,0.27231,0.86158,v/at
0.41106,0.19169,0.3441,-0.91229,-0.92558,0.41125,1.14313,0.11135,0.06754,0.63978,-0.77743,-0.77191,0.58501,-0.585,-0.60738,0.12622,-0.92572,0.56906,-0.70327,-0.83145,-0.1374,-0.83214,0.62095,-0.62552,-0.73283,ac
0.60545,-0.05575,1.38165,0.39712,-0.42212,0.18853,-0.33883,-0.95044,-0.72156,0.38488,-0.38191,-0.21296,0.51245,-0.39045,0.3877,0.31562,-0.42645,0.54629,-0.52549,0.24013,0.10693,-0.29873,0.54151,-0.44271,0.32379,v/at
1.31934,0.77863,0.34991,0.51557,-0.05986,-1.13375,-1.34797,-0.16819,-0.18521,1.12726,0.07084,1.1699,-0.91382,0.86789,1.15326,0.08325,1.33179,-1.37614,1.20763,1.10755,-0.07628,1.2772,-1.21093,1.07961,1.16866,v/at
0.5068,0.99259,0.10043,-1.00042,-0.96134,0.39806,0.94354,0.09159,0.00495,0.87271,-0.45072,-0.7259,0.55744,-0.56972,-0.42477,0.43876,-0.87676,0.53879,-0.68894,-0.58766,0.24857,-0.78331,0.59385,-0.60524,-0.5594,v/at
-0.80961,-0.6776,-0.81124,-0.27816,2.38596,0.75477,-0.849,-0.92996,-0.44157,-1.28281,-0.10602,0.1561,0.13692,-0.12187,0.33243,0.83886,0.02356,-0.37253,0.06721,0.06913,0.35105,-0.03712,-0.15227,-0.06468,0.19194,v/at
0.15209,-0.34341,1.47212,1.03177,0.61872,-0.57864,-1.10784,-0.71683,-0.67798,-0.3835,-0.05294,0.36406,0.01015,0.05489,0.81784,0.49175,0.07367,-0.02895,-0.1023,0.64629,0.32819,0.26976,-0.11554,0.0446,0.73915,v/at
0.08686,0.15324,0.58669,0.77277,0.59615,-0.83627,-0.90371,-0.7216,-0.41077,0.24586,-0.0804,0.38179,-0.15194,0.0721,0.80498,-0.01138,0.62727,-0.25795,0.32987,0.97218,-0.04728,0.56344,-0.29642,0.26468,0.90725,v/at
0.91702,0.68875,0.45927,0.51758,0.42419,-0.95823,-1.36384,-0.48202,-0.333,0.68896,0.10947,0.8865,-0.59076,0.57214,1.0664,-0.00334,1.02233,-0.72664,0.83902,1.12124,0.01239,1.11189,-0.85902,0.89713,1.14019,v/at
0.96903,1.19899,-0.34956,-1.4748,-1.44444,-0.10133,1.1176,1.03088,0.46018,1.69087,-0.03429,-0.72715,0.49112,-0.52051,-0.63562,0.75256,-0.95765,0.5146,-0.68024,-0.98357,0.56292,-0.85076,0.5399,-0.57466,-0.81726,ac
0.97211,0.84819,0.31386,0.88812,0.29835,-1.3765,-1.51301,-0.22239,-0.2873,0.80321,0.06597,1.27388,-0.80318,0.85722,1.22365,-0.20258,1.26438,-0.75272,0.93616,1.182,-0.27841,1.30648,-0.8937,0.97424,1.24281,v/at
0.46044,0.12909,0.33462,0.78241,0.80098,-0.95504,-1.25679,-0.1771,-0.31906,-0.03515,0.03579,0.99837,-0.64934,0.57851,1.09839,-0.25299,1.15758,-0.7756,0.82179,1.12077,-0.27848,1.12597,-0.81163,0.73831,1.14419,v/at
0.79587,0.33338,0.57335,0.30706,0.22045,0.02199,-0.79939,-0.88125,-0.75678,0.41094,0.22008,0.42006,0.13252,0.15981,0.79365,0.75593,0.01283,0.15107,-0.09432,0.55917,0.65055,0.22687,0.03681,0.0777,0.65998,v/at
1.19352,0.75618,1.03938,-0.48923,-0.18867,0.25093,-0.10131,-1.04269,-0.80333,0.8521,0.15501,0.10013,0.35333,0.00144,0.52983,0.77693,-0.29387,0.37956,-0.28795,0.26756,0.71906,-0.04484,0.14545,0.00172,0.39492,v/at
0.69485,1.13299,-0.30468,0.18652,1.22219,-1.24757,-1.74305,0.15927,-0.29157,0.61706,0.49766,0.65278,-0.42809,0.36135,0.95469,0.25003,0.87951,-0.60038,0.59441,1.0334,0.25409,0.82294,-0.5919,0.55776,1.02945,v/at
0.33704,0.51804,0.31868,-0.50582,-0.60204,0.4673,0.70795,-0.4332,-0.18087,0.38183,0.12663,-0.41074,0.52293,-0.4472,0.10976,0.7261,-0.7124,0.56082,-0.62938,-0.21386,0.64026,-0.57953,0.54628,-0.51332,-0.1434,v/at
1.02383,0.44124,0.33731,0.98993,0.24573,-1.26665,-1.24444,-0.31797,-0.34235,0.63011,0.21613,1.24552,-0.67306,0.83308,1.21629,-0.34079,1.23507,-0.28317,0.88585,1.24709,-0.12676,1.38135,-0.63388,0.96808,1.27056,v/at
0.10505,-0.73513,1.58123,0.94861,0.16316,0.21482,-0.44728,-1.19259,-0.79919,-0.61422,0.18022,0.34731,0.13159,-0.0007,0.82203,0.64658,0.15568,-0.37042,0.23724,0.66742,0.57252,0.32929,-0.36626,0.32683,0.73915,v/at
0.27392,0.03225,0.45512,0.7308,0.68494,-0.41958,-0.86645,-0.77033,-0.69323,0.0148,-0.05294,0.65354,-0.35327,0.45633,0.97359,-0.2779,0.69403,-0.33023,0.52825,1.04892,-0.11254,0.79089,-0.48562,0.60943,1.02918,v/at
-0.34874,-0.46294,-0.1928,0.45465,1.87102,-0.11508,-1.43055,-0.90926,-0.66201,-0.41899,0.15209,0.4254,-0.01969,0.14913,0.87897,-0.2147,0.77565,0.12866,0.28257,1.02592,-0.11565,0.61889,-0.00696,0.18954,0.99208,v/at
1.15733,0.61515,0.39775,1.06533,0.37396,-1.24626,-1.33717,-0.4788,-0.42907,0.42938,-0.03475,1.43201,-0.66287,0.98372,1.32571,-0.4128,1.52467,-0.4667,1.18427,1.30801,-0.21108,1.59963,-0.80995,1.17454,1.3452,v/at
0.67612,0.51328,0.75651,0.67263,0.81954,-1.06695,-1.42567,-0.47289,-0.49072,0.24727,-0.06001,0.98514,-0.43587,0.56514,1.157,0.08253,1.04249,-0.79012,0.79677,1.12005,0.07268,1.0682,-0.71309,0.73979,1.15205,v/at
0.85165,0.51321,0.34355,0.69338,0.03139,-1.12851,-1.29765,-0.05441,0.04915,0.66185,0.2415,0.9186,-0.68097,0.55899,1.05991,0.21468,1.12943,-1.11536,0.97535,1.09356,0.21376,1.09729,-1.00247,0.8726,1.10341,v/at
0.87271,0.50947,-0.2199,-0.83041,-1.56544,0.14385,1.28431,0.09615,0.29148,1.46888,-0.20254,-0.44069,0.60849,-0.28802,-0.87444,0.6059,-0.62782,0.39585,-0.28669,-1.11244,0.60497,-0.65393,0.27247,-0.27121,-0.98518,ac
0.16453,0.26091,0.03685,-1.00149,-0.18842,0.75299,1.21656,0.10873,-0.35275,-0.05588,-1.11823,-1.02772,0.61826,-0.65613,-1.49403,-0.49124,-1.13029,0.64518,-0.76813,-1.86417,-0.38338,-1.06055,0.68726,-0.68825,-1.76328,ac
0.50584,1.15769,0.41438,-1.12646,-1.0435,0.86485,0.92239,0.02777,-0.3628,0.78587,-0.71948,-1.0265,0.62883,-0.65397,-1.48799,-0.09696,-1.11456,0.65628,-0.76552,-1.70631,-0.24029,-1.01256,0.71607,-0.68029,-1.43346,ac
0.50002,1.63338,-0.29352,-1.10324,-1.45608,-0.34511,0.10162,1.32838,0.62474,1.88568,-0.23195,-0.62839,0.69545,-0.58238,-0.87607,0.48509,-0.90743,0.68168,-0.73229,-1.16104,0.3746,-0.87547,0.6664,-0.64358,-0.98904,ac
-0.0683,1.26493,-0.15357,-1.60144,-1.783,0.03906,2.11285,1.6578,0.51041,1.26159,-0.94988,-1.11846,0.59518,-0.66584,-2.24326,-0.04193,-1.17708,0.63454,-0.77269,-2.47419,-0.24665,-1.10918,0.68082,-0.69286,-2.27829,ac
0.8938,1.0907,-0.52647,-1.11628,-1.68085,-0.0472,2.02539,0.91357,0.27884,1.22991,-1.28218,-1.04572,0.56537,-0.64744,-1.63616,-0.46561,-1.11171,0.58454,-0.75265,-1.87994,-0.56666,-0.9854,0.5888,-0.65581,-1.51982,ac
0.7756,2.31264,-0.0336,-1.13059,-1.50995,-0.18596,0.92072,1.49852,0.23983,1.02695,-0.60795,-0.33553,0.89096,-0.45491,-0.56699,0.36285,-0.64166,0.89401,-0.63526,-0.85513,0.09284,-0.73038,0.6859,-0.5673,-0.70903,ac
0.58348,3.6476,0.53034,-1.2704,-0.75835,-0.13866,1.94965,0.47694,-0.55228,0.05228,-0.64596,-1.00092,0.64844,-0.65018,-1.46092,0.13787,-1.10623,0.66731,-0.76532,-1.72837,0.21576,-1.06292,0.69081,-0.6903,-1.76543,ac
0.43986,-0.19329,0.32421,0.9799,0.14046,-1.33168,-1.2372,0.13823,0.29516,0.36386,0.01038,1.3346,-2.03247,1.52974,0.97391,0.12484,1.3736,-2.07449,1.49245,0.89858,0.08559,1.04547,-1.58766,1.07772,0.88493,v/at
-0.05491,-1.05234,1.28716,1.22171,0.5989,-0.39516,-0.60706,-0.71153,-0.64054,-0.82121,0.89087,0.85532,-1.51129,1.19093,0.8843,0.33944,0.72241,-0.60407,0.59813,0.97082,0.70435,0.65446,-0.86635,0.647,0.87379,v/at
